types,subjects,propositions,labels
atom,algebra,any matrix with a non-zero determinant is not invertible.,0
atom,algebra,the difference of any two odd integers is always odd.,0
atom,algebra,the sum of any number and its double is always zero.,0
atom,algebra,the quotient of any two matrices is always a matrix.,0
atom,algebra,the sum of any two positive numbers is not always positive.,0
atom,algebra,the product of any two non-real numbers is always non-real.,0
atom,algebra,the sum of any two polynomials is always a polynomial.,0
atom,algebra,the derivative of any polynomial is not a polynomial.,0
atom,algebra,the product of any radical and a real number is always a real number.,0
atom,algebra,the sum of any algebraic numbers is not always algebraic.,0
atom,algebra,the product of any radical and a complex number is always a complex number.,0
atom,algebra,the sum of any two positive integers is always even.,0
atom,algebra,the reciprocal of any non-zero number is always greater than the number.,0
atom,algebra,the sum of any two non-zero numbers is always non-zero.,0
atom,algebra,the difference of any two matrices is not always a matrix.,0
atom,algebra,any real number is not an algebraic number.,0
atom,algebra,the reciprocal of any non-real number is always non-real.,0
atom,algebra,any complex number is a real number.,0
atom,algebra,the quotient of any non-zero number and zero is always one.,0
atom,algebra,the cube of any non-negative number is always positive.,0
atom,algebra,the product of any two non-integers is always a non-integer.,0
atom,algebra,the sum of any radical and a real number is not always a real number.,0
atom,algebra,"the quotient of any two radicals is not always a radical, even when the denominator is not a perfect square.",0
atom,algebra,any matrix is always positive semi-definite.,0
atom,algebra,the product of two polynomials with different degrees is a polynomial with a degree greater than or equal to the sum of the degrees of the factors.,0
atom,algebra,any matrix is always diagonalizable.,0
atom,algebra,any real number is an irrational number.,0
atom,algebra,the sum of any two irrational numbers is always rational.,0
atom,algebra,the quotient of any two polynomials is always a polynomial.,0
atom,algebra,the product of a matrix and a scalar is not always a matrix.,0
atom,algebra,the sum of any two complex numbers is always an imaginary number.,0
atom,algebra,the quotient of any two odd integers is always odd.,0
atom,algebra,any polynomial function is always continuous.,0
atom,algebra,any matrix is always invertible.,0
atom,algebra,the reciprocal of any non-zero number is always positive.,0
atom,algebra,the difference of any two non-integers is always a non-integer.,0
atom,algebra,the quotient of any non-zero number and another non-zero number is always non-zero.,0
atom,algebra,any matrix is always negative semi-definite.,0
atom,algebra,the square of any non-real number is always non-real.,0
atom,algebra,the degree of a polynomial is always a positive integer.,0
atom,algebra,any matrix is always symmetric.,0
atom,algebra,the product of any algebraic numbers is always algebraic.,0
atom,algebra,the sum of the roots of a polynomial is always a real number.,0
atom,algebra,the quotient of any two complex numbers is always an imaginary number.,0
atom,algebra,the product of any two polynomials is not commutative.,0
atom,algebra,the quotient of any two polynomials is not a polynomial ( if the denominator is non-zero),0
atom,algebra,the difference of any two positive numbers is always positive.,0
atom,algebra,any algebraic number is a real number.,0
atom,algebra,the cube of any number is always less than the number.,0
atom,algebra,the product of any two matrices is always a scalar.,0
atom,algebra,the sum of any two non-integers is always a non-integer.,0
atom,algebra,the difference of any two polynomials is always a polynomial.,0
atom,algebra,the quotient of any two even integers is always even.,0
atom,algebra,the product of any radical and an irrational number is not always irrational.,0
atom,algebra,the inverse of a matrix is not always a matrix.,0
atom,algebra,any diagonal matrix is always invertible.,0
atom,algebra,the sum of any radical and an irrational number is not always irrational.,0
atom,algebra,any matrix is always negative definite.,0
atom,algebra,the sum of any two polynomials is not commutative.,0
atom,algebra,the sum of any radical and a complex number is not always a complex number.,0
atom,algebra,the product of any two odd integers is always odd.,0
atom,algebra,the quotient of any irrational number and a non-zero rational number is always irrational.,0
atom,algebra,the sum of any algebraic number and a transcendental number is always algebraic.,0
atom,algebra,the inverse of any matrix is always a matrix.,0
atom,algebra,the quotient of any radical and a non-zero real number is always a real number.,0
atom,algebra,the product of any matrix and a scalar is always a scalar.,0
atom,algebra,the sum of any two imaginary numbers is always an imaginary number.,0
atom,algebra,the sum of any two irrational numbers is always irrational.,0
atom,algebra,the product of any rational and a radical is always a radical.,0
atom,algebra,the difference of any two even integers is not always even.,0
atom,algebra,the value of a variable in an equation is always unique.,0
atom,algebra,the product of any two complex numbers is always a complex number.,0
atom,algebra,the difference of any two odd integers is not always even.,0
atom,algebra,the product of the roots of a polynomial is equal to the coefficient of the linear term of the polynomial.,0
atom,algebra,the sum of any two non-real numbers is always non-real.,0
atom,algebra,any equation can be solved by only using addition or subtraction.,0
atom,algebra,the quotient of any two irrational numbers is always rational.,0
atom,algebra,the product of any two polynomials is not always a polynomial.,0
atom,algebra,the product of any two even integers is not always even.,0
atom,algebra,the product of a scalar and a matrix is not always a matrix,0
atom,algebra,any polynomial function is always differentiable.,0
atom,algebra,the degree of a polynomial is always a prime number.,0
atom,algebra,the reciprocal of any non-zero number is always less than the number.,0
atom,algebra,the sum of any two matrices is always a scalar.,0
atom,algebra,the square of any non-negative number is always positive.,0
atom,algebra,the difference of any two polynomials is not a polynomial.,0
atom,algebra,the sum of the roots of a polynomial is equal to the constant term of the polynomial.,0
atom,algebra,"the quotient of any algebraic numbers is not always algebraic, if the denominator is non-zero.",0
atom,algebra,any equation with a degree greater than 2 always has more than 2 solutions.,0
atom,algebra,the sum of any two radicals is always a radical.,0
atom,algebra,the product of any two complex numbers is always an imaginary number.,0
atom,algebra,any vector is always orthogonal.,0
atom,algebra,the quotient of any non-real number and another non-real number is always non-real.,0
atom,algebra,the sum of any two polynomials with different degrees is not a polynomial with a degree equal to the maximum of the degrees of the factors.,0
atom,algebra,the difference of the squares of a binomial is equal to the product of the binomial’s sum and difference.,1
atom,algebra,the quotient of any non-zero number and zero is undefined.,1
atom,algebra,the product of any number and zero is always zero.,1
atom,algebra,the sum of any two odd integers is always even.,1
atom,algebra,the difference of any complex number and its conjugate is always purely imaginary.,1
atom,algebra,the product of any two integers is always even if at least one of them is even.,1
atom,algebra,the square of any imaginary number is always a real number,1
atom,algebra,the product of radicals with the same radicand is equal to the radical of the product of the radicands,1
atom,algebra,the square of the sum of any two real numbers is always greater than or equal to the sum of their squares.,1
atom,algebra,a radical is in simplest form if the radicand does not contain any perfect square factors.,1
atom,algebra,the product of any two complex numbers is commutative.,1
atom,algebra,the leading coefficient of a polynomial is the coefficient of the term with the highest degree,1
atom,algebra,the quotient of a rational number and a non-zero real number is always a real number.,1
atom,algebra,the leading coefficient of a constant polynomial is always the constant value.,1
atom,algebra,the sum of any complex number and its conjugate is always real.,1
atom,algebra,the imaginary part of the product of any two complex numbers is equal to the product of the real part of the first number and the imaginary part of the second number plus the product of the imaginary part of the first number and the real part of the second number.,1
atom,algebra,the product of the roots of any polynomial is equal to the constant term of the polynomial divided by the leading coefficient of the polynomial,1
atom,algebra,the product of the roots of a polynomial is equal to the constant term divided by the coefficient of the highest degree term.,1
atom,algebra,"the degree of a radical is the index of the radical, or the value outside the radical sign",1
atom,algebra,the degree of the product of two polynomials is the sum of the degrees of the factors,1
atom,algebra,"the quotient of any two integers is a rational number, if the denominator is non-zero.",1
atom,algebra,the square of any positive number is always positive.,1
atom,algebra,the sum of any rational and a radical is not always a radical,1
atom,algebra,the sum of a rational number and a real number is always a real number.,1
atom,algebra,the product of any radical and a real number is always a real number,1
atom,algebra,the product of a real number and a complex number is always a complex number.,1
atom,algebra,the sum of the roots of a polynomial with real coefficients is always a real number.,1
atom,algebra,the quotient of any two rational numbers is a rational number if the denominator is not zero.,1
atom,algebra,the quotient of any real number and a non-zero irrational number is always an irrational number.,1
atom,algebra,the product of a real number and a complex number is commutative,1
atom,algebra,the square of any negative number is always positive.,1
atom,algebra,the sum of any radical and a real number is always a real number,1
atom,algebra,the product of any two integers is always an integer.,1
atom,algebra,the product of any algebraic and a transcendental number is always a transcendental number,1
atom,algebra,the product of any rational number and an irrational number is always irrational,1
atom,algebra,"the product of two complex numbers is commutative, when one of them is real.",1
atom,algebra,the difference of any two imaginary numbers is not always an imaginary number,1
atom,algebra,"the quotient of any two rational numbers, if the denominator is non-zero, is a rational number",1
atom,algebra,the product of a rational number and a real number is always a real number.,1
atom,algebra,the product of any real number and an irrational number is always an irrational number.,1
atom,algebra,the sum of the squares of a binomial is equal to the square of the sum plus twice the product of the first term and the second term.,1
atom,algebra,the product of any two irrational numbers is not always irrational,1
atom,algebra,the product of any two rational numbers is always a rational number.,1
atom,algebra,the sum of the squares of any two imaginary numbers is always non-positive.,1
atom,algebra,the degree of a polynomial is always a non-negative integer.,1
atom,algebra,the product of a real number and an imaginary number is not always imaginary,1
atom,algebra,"the quotient of any two radicals is a radical, unless the denominator is a perfect square",1
atom,algebra,the sum of any algebraic and a transcendental number is always transcendental number.,1
atom,algebra,the quotient of any radical and a non-zero rational is always a radical,1
atom,algebra,the quotient of any non-zero number and itself is always one.,1
atom,algebra,the sum of any real number and an irrational number is always an irrational number,1
atom,algebra,the quotient of a rational number and a non-zero irrational number is not always irrational.,1
atom,algebra,the dot product of any two vectors is equal to the product of their absolute values times the cosine of the angle between them.,1
atom,algebra,the product of any non-zero real number and its complex conjugate is always real.,1
atom,algebra,the square of the sum of any two imaginary numbers is always less than or equal to the sum of their squares,1
atom,algebra,the product of a complex number and a real number is commutative.,1
atom,algebra,the square of any non-zero complex number is never zero.,1
atom,algebra,the sum of any two rational numbers is always a rational number,1
atom,algebra,the square of any real number is always non-negative.,1
atom,algebra,the sum of any rational number and an irrational number is always irrational.,1
atom,algebra,the product of two complex numbers is distributive over addition and subtraction.,1
atom,algebra,the sum of any two even integers is always even.,1
atom,algebra,the degree of a polynomial with only one variable is the highest power of that variable,1
atom,algebra,the quotient of a real number and a non-zero complex number is always a complex number.,1
atom,algebra,the degree of a polynomial is the highest power of the variable in the polynomial,1
atom,algebra,the sum of any two imaginary numbers is always an imaginary number,1
atom,algebra,the product of a complex number and its conjugate is the square of the absolute value.,1
atom,algebra,the degree of the sum of two polynomials is not always the maximum of the degrees of the summands,1
atom,algebra,the product of any two radicals is not always a radical,1
atom,algebra,the product of an imaginary number and a real number is not always an imaginary number,1
atom,algebra,the product of any radical and  an irrational number is not always irrational,1
atom,algebra,the difference of a number and itself is always zero.,1
atom,algebra,a polynomial of odd degree has at least one real root,1
atom,algebra,the degree of a constant polynomial is always 0.,1
atom,algebra,the sum of any number and its opposite is always zero.,1
atom,algebra,the product of any two imaginary numbers is not always an imaginary number,1
atom,algebra,the product of a real number and i (imaginary unit) is equal to the product of i and the real number times i.,1
atom,algebra,the square of any complex number is not always non-negative.,1
atom,algebra,the sum of a rational number and an irrational number is always irrational.,1
atom,algebra,the sum of any two radicals is not always a radical,1
atom,algebra,the product of any two polynomials is commutative.,1
atom,algebra,the product of any rational and a radical is not always a radical ,1
atom,algebra,the product of any complex number and its conjugate is real non-negative number.,1
atom,algebra,the product of two consecutive integers is always even.,1
atom,algebra,the product of any non-zero complex number and its conjugate is always real.,1
atom,algebra,the product of two positive numbers is always positive.,1
atom,algebra,a real number is irrational if  it cannot be expressed as a ratio of two integers,1
atom,algebra,the sum of any two polynomials is a polynomial,1
atom,algebra,the difference of any two even integers is always even.,1
atom,algebra,the difference of any two odd integers is always even.,1
atom,algebra,the product of the roots of a polynomial with real coefficients is always a real number.,1
atom,algebra,the sum of the squares of any two real numbers is always non-negative.,1
atom,algebra,the quotient of any algebraic number and a non-zero transcendental number is not always a transcendental number,1
atom,algebra,the product of any two polynomials is a polynomial,1
atom,algebra,the sum of any two integers is always an integer.,1
atom,algebra,the sum of any radical and an irrational number is not always irrational,1
atom,algebra,the sum of any real number and its opposite is always zero.,1
atom,algebra,the product of any non-zero complex number and its reciprocal is always one.,1
atom,algebra,the sum of any real number and an imaginary number is always complex,1
atom,algebra,the sum of the roots of a polynomial is equal to the negative of the coefficient of the linear term divided by the coefficient of the highest degree term.,1
atom,algebra,the product of any real number and any complex number is commutative,1
atom,algebra,"the quotient of any two complex numbers is not commutative, unless  the denominator is real and non-zero.",1
atom,algebra,the product of a rational number and an irrational number is always irrational.,1
atom,algebra,the quotient of any number and one is always the original number.,1
atom,algebra,the sum of any number and zero is always the original number.,1
atom,algebra,the product of two negative numbers is always positive.,1
atom,algebra,"the sum of any two complex numbers is commutative, meaning  that the order of the numbers does not affect the result.",1
atom,algebra,the product of any number and its reciprocal is always one.,1
atom,algebra,the absolute value of any complex number is equal to the square root of the sum of the squares of the real and imaginary parts.,1
atom,algebra,the real part of the product of any two complex numbers is equal to the product of the real part of the first number and the real part of the second number minus the product of the imaginary part of the first number and the imaginary part of the second number.,1
atom,algebra,the product of the roots of any polynomial is equal to the  constant term of the polynomial divided by the coefficient of the highest degree term,1
atom,algebra,the product of any positive number and negative number is always negative.,1
atom,algebra,the square of any non-zero number is always positive.,1
atom,algebra,the product of any two rational numbers is always a rational number,1
atom,algebra,the square of any non-zero real number is never zero.,1
atom,arithmetic,the square of 4 is 16,0
atom,arithmetic,the square root of 16 is 3,0
atom,arithmetic,the percentage of 50 out of 250 is 20%,0
atom,arithmetic,the proportion of 4 out of 7 is 0.5714,0
atom,arithmetic,the proportionality constant of y = 5x is 6.,0
atom,arithmetic,the cosecant of 150 degrees is 2,0
atom,arithmetic,the tangent of 60 degrees is 1,0
atom,arithmetic,the factorial of 9 is 362880,0
atom,arithmetic,the cube root of 27 is 2,0
atom,arithmetic,the square root of 25 is 3,0
atom,arithmetic,the cosine of 300 degrees is 0.5,0
atom,arithmetic,the sine of 60 degrees is 0.866,0
atom,arithmetic,the ratio of 5 to 6 is 5/6,0
atom,arithmetic,"the standard deviation of 3, 5, 7, 9 is 2.58199",0
atom,arithmetic,the sum of 3 and 5 is 8,0
atom,arithmetic,the secant of 210 degrees is -1.1547,0
atom,arithmetic,the absolute value of -6 is 6,0
atom,arithmetic,"the range of 10, 12, 14, 16 is 6",0
atom,arithmetic,the cube of 2 is 8,0
atom,arithmetic,the cotangent of 135 degrees is -1,0
atom,arithmetic,"the mean of 10, 12, 14, 16 is 13",0
atom,arithmetic,the quotient of 18 and 2 is 9,0
atom,arithmetic,the absolute value of -4 is 4,0
atom,arithmetic,"the mode of 2, 2, 3, 4, 4, 5 is 2 and 4",0
atom,arithmetic,the cosine of 270 degrees is 0,0
atom,arithmetic,the modulus of 7 and 4 is 3,0
atom,arithmetic,the sine of 120 degrees is 0.8660254,0
atom,arithmetic,"the variance of 8, 10, 12, 14 is 5",0
atom,arithmetic,the ratio of 5 to 8 is 5:8,0
atom,arithmetic,"the variance of 6, 8, 10, 12 is 5",0
atom,arithmetic,the modulus of 8 and 3 is 2,0
atom,arithmetic,"the median of 9, 10, 11, 12, 13 is 11",0
atom,arithmetic,"the median of 4, 5, 6, 7, 8 is 6",0
atom,arithmetic,the cosecant of 45 degrees is 1.4142,0
atom,arithmetic,the difference between 12 and 8 is 4,0
atom,arithmetic,the reciprocal of 3 is 0.33333,0
atom,arithmetic,the square of 2 is 4,0
atom,arithmetic,"the variance of 4, 6, 8, 10 is 5",0
atom,arithmetic,the tangent of 315 degrees is -1,0
atom,arithmetic,the product of 6 and 5 is 30,0
atom,arithmetic,the exponential value of 3 raised to the power of 3 is 27,0
atom,arithmetic,the exponential value of 5 raised to the power of 4 is 625,0
atom,arithmetic,the cube of 3 is 27,0
atom,arithmetic,"the range of 5, 8, 11, 14 is 9",0
atom,arithmetic,the modulus of 9 and 4 is 1,0
atom,arithmetic,the factorial of 7 is 5040,0
atom,arithmetic,the exponential value of 4 raised to the power of 3 is 64,0
atom,arithmetic,the proportion of 5 out of 9 is 0.5556,0
atom,arithmetic,the square root of 36 is 6,0
atom,arithmetic,the secant of 75 degrees is 3.86370,0
atom,arithmetic,the cosecant of 180 degrees is undefined,0
atom,arithmetic,the factorial of 6 is 720,0
atom,arithmetic,the cube root of 27 is 3,0
atom,arithmetic,the factorial of 8 is 40320,0
atom,arithmetic,the cotangent of 60 degrees is 0.577,0
atom,arithmetic,the proportionality constant of y = 4x is 4,0
atom,arithmetic,the proportionality constant of y = 2x is 2,0
atom,arithmetic,"the standard deviation of 4, 6, 8, 10 is 2.44948974278",0
atom,arithmetic,the cosine of 90 degrees is -1,0
atom,arithmetic,the exponential value of 2 raised to the power of 4 is 16,0
atom,arithmetic,the product of 3 and 8 is 25,0
atom,arithmetic,the cotangent of 150 degrees is 0.577,0
atom,arithmetic,the quotient of 20 and 2 is 12,0
atom,arithmetic,the tangent of 225 degrees is -1,0
atom,arithmetic,the cotangent of 60 degrees is 0,0
atom,arithmetic,the sine of 150 degrees is 0.866,0
atom,arithmetic,"the mean of 2, 4, 6, 8 is 6",0
atom,arithmetic,the percentage of 40 out of 200 is 30%,0
atom,arithmetic,the reciprocal of 4 is 0.3,0
atom,arithmetic,the modulus of 11 and 5 is 4,0
atom,arithmetic,the reciprocal of 2 is 0.3,0
atom,arithmetic,the proportionality constant of y = 3x is 4.,0
atom,arithmetic,the logarithm base 10 of 100000 is 2,0
atom,arithmetic,"the mode of 2, 2, 3, 4, 4, 5 is 3",0
atom,arithmetic,"the mean of 8, 10, 12, 14 is 12",0
atom,arithmetic,the square root of 9 is 4,0
atom,arithmetic,the proportion of 2 out of 7 is 0.2,0
atom,arithmetic,the secant of 75 degrees is 1,0
atom,arithmetic,"the mean of 5, 7, 9, 11 is 9",0
atom,arithmetic,the square of 1 is 0,0
atom,arithmetic,"the median of 3, 4, 5, 6, 7 is 6",0
atom,arithmetic,the cosecant of 30 degrees is 1,0
atom,arithmetic,the percentage of 30 out of 100 is 35%,0
atom,arithmetic,the reciprocal of 5 is 0.4,0
atom,arithmetic,the square of 6 is 35,0
atom,arithmetic,the sum of 6 and 7 is 12,0
atom,arithmetic,the percentage of 60 out of 300 is 25%,0
atom,arithmetic,"the mode of 2, 2, 3, 4, 4, 5 is 5",0
atom,arithmetic,the proportion of 3 out of 5 is 0.7,0
atom,arithmetic,the secant of 240 degrees is 0.5,0
atom,arithmetic,the difference between 14 and 7 is 10,0
atom,arithmetic,the product of 2 and 7 is 15,0
atom,arithmetic,"the standard deviation of 6, 8, 10, 12 is 2.44948974278",0
atom,arithmetic,the sum of 5 and 4 is equal to 8,0
atom,arithmetic,the sum of 4 and 5 is 8,0
atom,arithmetic,the quotient of 20 and 4 is 6,0
atom,arithmetic,"the standard deviation of 8, 10, 12, 14 is 2.44948974278",0
atom,arithmetic,the difference between 10 and 3 is 13,0
atom,arithmetic,the logarithm base 10 of 100 is 3,0
atom,arithmetic,"the median of 7, 8, 9, 10, 11 is 10",0
atom,arithmetic,the cube root of 8 is 3,0
atom,arithmetic,the difference between 14 and 6 is 9,0
atom,arithmetic,the sine of 90 degrees is 0,0
atom,arithmetic,"the range of 20, 22, 24, 26 is 12",0
atom,arithmetic,the logarithm base 10 of 1000 is 2,0
atom,arithmetic,the cube of 3 is 9,0
atom,arithmetic,the tangent of 30 degrees is -0.577,0
atom,arithmetic,the product of 4 and 9 is 39,0
atom,arithmetic,the logarithm base 10 of 10000 is 2,0
atom,arithmetic,the absolute value of -7 is -7,0
atom,arithmetic,the ratio of 7 to 11 is 11:7,0
atom,arithmetic,the cube root of 64 is 6,0
atom,arithmetic,the absolute value of -5 is -5,0
atom,arithmetic,the ratio of 8 to 14 is 14:8,0
atom,arithmetic,"the variance of 3, 5, 7, 9 is 8",0
atom,arithmetic,the cosine of 45 degrees is 1,0
atom,arithmetic,"the range of 15, 18, 21, 24 is 12",0
atom,arithmetic,the tangent of 30 degrees is 0.57735026919,1
atom,arithmetic,the exponential value of 3 raised to the power of 2 is 9,1
atom,arithmetic,the percentage of 20 out of 100 is 20%,1
atom,arithmetic,the percentage of 50 out of 250 is 20%,1
atom,arithmetic,the cube of 3 is 27,1
atom,arithmetic,"the median of 7, 8, 9, 10, 11 is 9",1
atom,arithmetic,the factorial of 5 is 120,1
atom,arithmetic,the quotient of 18 and 3 is 6,1
atom,arithmetic,the secant of 60 degrees is 2,1
atom,arithmetic,the absolute value of -6 is 6,1
atom,arithmetic,the tangent of 225 degrees is 1,1
atom,arithmetic,the cube root of 27 is 3,1
atom,arithmetic,"the standard deviation of 6, 8, 10, 12 is 2.2360679774998",1
atom,arithmetic,"the mode of 2, 2, 2, 3, 4, 4, 5 is 2",1
atom,arithmetic,the square of 5 is 25,1
atom,arithmetic,the quotient of 14 and 2 is 7,1
atom,arithmetic,the absolute value of -4 is 4,1
atom,arithmetic,"the mode of 2, 2, 3, 4, 4, 4, 5 is 4",1
atom,arithmetic,the reciprocal of 4 is 0.25,1
atom,arithmetic,the cube root of 8 is 2,1
atom,arithmetic,the modulus of 11 and 5 is 1,1
atom,arithmetic,the reciprocal of 5 is 0.2,1
atom,arithmetic,the ratio of 8 to 11 is 8:11,1
atom,arithmetic,the square of 2 is 4,1
atom,arithmetic,"the standard deviation of 8, 10, 12, 14 is 2.2360679774998",1
atom,arithmetic,the cosine of 270 degrees is 0,1
atom,arithmetic,the absolute value of -3 is 3,1
atom,arithmetic,the ratio of 7 to 9 is 7:9,1
atom,arithmetic,the product of 5 and 6 is 30,1
atom,arithmetic,"the range of 15, 18, 21, 24 is 9",1
atom,arithmetic,the sine of 150 degrees is 0.5,1
atom,arithmetic,the sum of 3 and 4 is equal to 7,1
atom,arithmetic,the logarithm base 10 of 100 is 2,1
atom,arithmetic,the exponential value of 5 raised to the power of 4 is 625,1
atom,arithmetic,the reciprocal of 3 is 0.333333333333,1
atom,arithmetic,"the variance of 8, 10, 12, 14 is 5",1
atom,arithmetic,the cube root of 64 is 4,1
atom,arithmetic,the modulus of 7 and 3 is 1,1
atom,arithmetic,the sum of 4 and 5 is 9,1
atom,arithmetic,the factorial of 7 is 5040,1
atom,arithmetic,the exponential value of 4 raised to the power of 3 is 64,1
atom,arithmetic,the cosecant of 30 degrees is 2,1
atom,arithmetic,the cosine of 0 degrees is 1,1
atom,arithmetic,the proportionality constant of y = 4x is 4.,1
atom,arithmetic,the factorial of 6 is 720,1
atom,arithmetic,the cosine of 90 degrees is 0,1
atom,arithmetic,the square root of 36 is 6,1
atom,arithmetic,the cube of 4 is 64,1
atom,arithmetic,the factorial of 8 is 40320,1
atom,arithmetic,"the mean of 8, 10, 12, 14 is 11",1
atom,arithmetic,"the range of 20, 22, 24, 26 is 6",1
atom,arithmetic,the proportionality constant of y = 5x is 5.,1
atom,arithmetic,"the variance of 6, 8, 10, 12 is 5",1
atom,arithmetic,"the median of 9, 10, 11, 12, 13 is 11",1
atom,arithmetic,the secant of 75 degrees is 3.86370330516,1
atom,arithmetic,the proportionality constant of y = 2x is 2.,1
atom,arithmetic,the cosine of 300 degrees is 0.5,1
atom,arithmetic,the sine of 60 degrees is 0.86602540378,1
atom,arithmetic,the square root of 25 is 5,1
atom,arithmetic,the proportion of 4 out of 8 is 0.5,1
atom,arithmetic,the difference between 14 and 7 is 7,1
atom,arithmetic,the percentage of 40 out of 200 is 20%,1
atom,arithmetic,the proportion of 5 out of 10 is 0.5,1
atom,arithmetic,the sine of 120 degrees is 0.866025404,1
atom,arithmetic,the proportion of 3 out of 6 is 0.5,1
atom,arithmetic,"the variance of 2, 4, 6, 8 is 5",1
atom,arithmetic,the product of 3 and 7 is 21,1
atom,arithmetic,the cosecant of 150 degrees is 2,1
atom,arithmetic,"the mean of 10, 12, 14, 16 is 13",1
atom,arithmetic,the product of 2 and 6 is 12,1
atom,arithmetic,the cotangent of 45 degrees is 1,1
atom,arithmetic,the sum of 6 and 7 is 13,1
atom,arithmetic,the proportionality constant of y = 3x is 3.,1
atom,arithmetic,the product of 4 and 8 is 32,1
atom,arithmetic,the logarithm base 10 of 100000 is 5,1
atom,arithmetic,the square of 1 is 1,1
atom,arithmetic,"the mean of 5, 7, 9, 11 is 8",1
atom,arithmetic,the square root of 16 is 4,1
atom,arithmetic,"the standard deviation of 4, 6, 8, 10 is 2.236",1
atom,arithmetic,"the standard deviation of 2, 4, 6, 8 is 2.236",1
atom,arithmetic,the sum of 2 and 3 is 5,1
atom,arithmetic,the ratio of 3 to 4 is 0.75,1
atom,arithmetic,the cosecant of 45 degrees is 1.41421356237,1
atom,arithmetic,the cotangent of 60 degrees is 0.57735026919,1
atom,arithmetic,the modulus of 9 and 4 is 1,1
atom,arithmetic,the cosecant of 180 degrees is not exist,1
atom,arithmetic,the percentage of 60 out of 300 is 20%,1
atom,arithmetic,"the median of 4, 5, 6, 7, 8 is 6",1
atom,arithmetic,the quotient of 16 and 4 is 4,1
atom,arithmetic,the difference between 10 and 5 is 5,1
atom,arithmetic,the tangent of 315 degrees is -1,1
atom,arithmetic,the sine of 90 degrees is 1,1
atom,arithmetic,the reciprocal of 2 is 0.5,1
atom,arithmetic,the exponential value of 2 raised to the power of 3 is 8,1
atom,arithmetic,the secant of 240 degrees is -2,1
atom,arithmetic,the difference between 12 and 6 is 6,1
atom,arithmetic,the cotangent of 135 degrees is -1,1
atom,arithmetic,the quotient of 12 and 4 is 3,1
atom,arithmetic,the cotangent of 150 degrees is -1.7320,1
atom,arithmetic,the proportion of 2 out of 5 is 0.4,1
atom,arithmetic,"the mode of 2, 2, 3, 4, 5, 5 is 2 and 5",1
atom,arithmetic,the modulus of 8 and 3 is 2,1
atom,arithmetic,the difference between 8 and 3 is 5,1
atom,arithmetic,"the range of 10, 12, 14, 16 is 6",1
atom,arithmetic,the cube of 2 is 8,1
atom,arithmetic,the logarithm base 10 of 10000 is 4,1
atom,arithmetic,"the median of 2, 3, 4, 5, and 6 is 3.5",1
atom,arithmetic,the tangent of 45 degrees is 1,1
atom,arithmetic,"the mean of 3, 4, and 5 is 4",1
atom,arithmetic,the square root of 9 is 3,1
atom,arithmetic,the logarithm base 10 of 1000 is 3,1
atom,arithmetic,the absolute value of -5 is 5,1
atom,arithmetic,the square of 3 is 9,1
atom,arithmetic,the ratio of 5 to 7 is 5:7,1
atom,arithmetic,"the range of 5, 8, 11, 14 is 9",1
atom,arithmetic,the secant of 210 degrees is -1.41421356237,1
atom,arithmetic,"the variance of 4, 6, 8, 10 is 8",1
atom,calculus,integrating a function is always the reverse process of differentiating it,0
